S.No,DATE,samvatsara,ayana,ritu,masa,paksha,TITHI  ,NAKSHTRA,YOGA,KARNA,Sh. Thithi,Raahu,Yamaganda,TITHI end time,NAKSHATRA END TIME,YOGA END TIME,KARANA END TIME,DAY,Events,masaniyamaka,S.Thithi End Time,Gulika,SUNRISE,SunSet,MoonRise,MoonSet
322,01-Feb-19,Vilambi,Uttarayana,Hemanta,Pushya,Krishna,Dwadashi,Moola,Vyaghata,Kaulava,,,,7:58 PM,10:16 PM,7:41 AM,7:30 AM,Shukravara,,Kamala-Madhava,,,6:42,,,
323,02-Feb-19,Vilambi,Uttarayana,Hemanta,Pushya,Krishna,Trayodashi,Purvashadha,Harshana,Gara,,,,9:17 PM,12:07 AM,7:21 AM,8:35 AM,Shanivara,,Kamala-Madhava,,,6:42,,,
324,03-Feb-19,Vilambi,Uttarayana,Hemanta,Pushya,Krishna,Chaturdashi,Uttarashadha,Vajra,Bhadra,,,,11:00 PM,2:22 AM,7:22 AM,10:07 AM,Ravivara,,Kamala-Madhava,,,6:42,,,
325,04-Feb-19,Vilambi,Uttarayana,Hemanta,Pushya,Krishna,Amavasya,Sharavana,Siddhi,Chatuspat,,,,1:01 AM,4:51 AM,7:38 AM,12:00 PM,Somavara,,Kamala-Madhava,,,6:42,,,
326,05-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Pratipad,Dhanishta,Vyatipata,Kimstugna,,,,3:11 AM,6:42 AM,8:06 AM,2:06 PM,Mangalavara,,Kamala-Madhava,,,6:42,,,
327,06-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Dvitya,Dhanishta,Variyan,Balava,,,,5:19 AM,7:29 AM,8:39 AM,4:15 PM,Budhavara,,Kamala-Madhava,,,6:42,,,
328,07-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Tritiya,Shatabhisha,Parigha,Taitila,,,,6:41 AM,10:01 AM,9:08 AM,6:16 PM,Guruvara,,Kamala-Madhava,,,6:41,,,
329,08-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Tritiya,Purvabhadra,Shiva,Gara,,,,7:14 AM,12:22 PM,9:28 AM,7:14 AM,Shukravara,,Kamala-Madhava,,,6:41,,,
330,09-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Chaturthi,Uttarabhadra,Siddha,Bhadra,,,,8:49 AM,2:23 PM,9:32 AM,8:49 AM,Shanivara,,Kamala-Madhava,,,6:41,,,
331,10-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Panchami,Revati,Sadhya,Balava,,,,9:59 AM,3:57 PM,9:17 AM,9:59 AM,Ravivara,,Kamala-Madhava,,,6:41,,,
332,11-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Shashti,Ashwini,Shubha,Taitila,,,,10:39 AM,5:03 PM,8:39 AM,10:39 AM,Somavara,,Kamala-Madhava,,,6:41,,,
333,12-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Saptami,Bharani,Shukla,Vanija,,,,10:46 AM,5:37 PM,7:36 AM,10:46 AM,Mangalavara,,Kamala-Madhava,,,6:40,,,
334,13-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Ashtami,Krittika,Indra,Bhava,,,,10:24 AM,5:43 PM,4:23 AM,10:24 AM,Budhavara,,Kamala-Madhava,,,6:40,,,
335,14-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Navami,Rohini,Vaidhriti,Kaulava,,,,9:34 AM,5:22 PM,2:14 AM,9:34 AM,Guruvara,,Kamala-Madhava,,,6:40,,,
336,15-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Dasami,Mrigashira,Vishkambha,Gara,,,,8:17 AM,4:37 PM,11:47 PM,8:17 AM,Shukravara,,Kamala-Madhava,,,6:40,,,
337,16-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Dwadashi,Ardra,Priti,Bhava,,,,4:43 AM,3:33 PM,9:06 PM,5:41 PM,Shanivara,,Kamala-Madhava,,,6:40,,,
338,17-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Trayodashi,Punarvasu,Ayushman,Kaulava,,,,2:33 AM,2:11 PM,6:11 PM,3:37 PM,Ravivara,,Kamala-Madhava,,,6:39,,,
339,18-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Chaturdashi,Pushya,Soubhagya,Gara,,,,12:14 AM,12:39 PM,3:09 PM,1:24 PM,Somavara,,Kamala-Madhava,,,6:39,,,
340,19-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Shukla,Poornima,Ashlesha,Shobhana,Bhadra,,,,9:52 PM,11:01 AM,12:01 PM,11:03 AM,Mangalavara,,Kamala-Madhava,,,6:39,,,
341,20-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Pratipad,Makha,Atiganda,Balava,,,,7:31 PM,9:21 AM,8:53 AM,8:41 AM,Budhavara,,Padma-Govinda,,,6:39,,,
342,21-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Dvitya,Purvaphalguni,Dhriti,Gara,,,,5:15 PM,7:45 AM,2:49 AM,5:15 PM,Guruvara,,Padma-Govinda,,,6:39,,,
343,22-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Tritiya,Hasta,Sula,Bhadra,,,,3:09 PM,5:01 AM,12:00 AM,3:09 PM,Shukravara,,Padma-Govinda,,,6:38,,,
344,23-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Chaturthi,Chitta,Ganda,Balava,,,,1:20 PM,4:04 AM,9:25 PM,1:20 PM,Shanivara,,Padma-Govinda,,,6:38,,,
345,24-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Panchami,Swati,Vriddha,Taitila,,,,11:50 AM,3:29 AM,7:06 PM,11:50 AM,Ravivara,,Padma-Govinda,,,6:38,,,
346,25-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Shashti,Vishakha,Dhruva,Vanija,,,,10:42 AM,3:19 AM,5:08 PM,10:42 AM,Somavara,,Padma-Govinda,,,6:38,,,
347,26-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Saptami,Anuradha,Vyaghata,Bhava,,,,10:01 AM,3:36 AM,3:30 PM,10:01 AM,Mangalavara,,Padma-Govinda,,,6:37,,,
348,27-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Ashtami,Jyeshta,Harshana,Kaulava,,,,9:50 AM,4:24 AM,2:16 PM,9:50 AM,Budhavara,,Padma-Govinda,,,6:37,,,
349,28-Feb-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Navami,Moola,Vajra,Gara,,,,10:10 AM,5:41 AM,1:27 PM,10:10 AM,Guruvara,,Padma-Govinda,,,6:37,,,
350,01-Mar-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Dasami,Purvashadha,Siddhi,Bhadra,,,,11:01 AM,6:37 AM,1:01 PM,11:01 AM,Shukravara,,Padma-Govinda,,,6:37,,,
351,02-Mar-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Ekadashi,Purvashadha,Vyatipata,Balava,,,,12:19 PM,7:26 AM,12:55 PM,12:19 PM,Shanivara,,Padma-Govinda,,,6:36,,,
352,03-Mar-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Dwadashi,Uttarashadha,Variyan,Taitila,,,,2:02 PM,9:36 AM,1:09 PM,2:02 PM,Ravivara,,Padma-Govinda,,,6:36,,,
353,04-Mar-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Trayodashi,Sharavana,Parigha,Vanija,,,,4:02 PM,12:03 PM,1:35 PM,4:02 PM,Somavara,,Padma-Govinda,,,6:36,,,
354,05-Mar-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Chaturdashi,Dhanishta,Shiva,Shakuni,,,,6:09 PM,2:39 PM,2:08 PM,6:09 PM,Mangalavara,,Padma-Govinda,,,6:35,,,
355,06-Mar-19,Vilambi,Uttarayana,Shishira,Magha,Krishna,Amavasya,Shatabhisha,Siddha,Chatuspat,,,,8:15 PM,5:14 PM,2:41 PM,7:13 AM,Budhavara,,Padma-Govinda,,,6:35,,,
356,07-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Pratipad,Purvabhadra,Sadhya,Kimstugna,,,,10:08 PM,7:39 PM,3:07 PM,9:13 AM,Guruvara,,Padma-Govinda,,,6:35,,,
357,08-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Dvitya,Uttarabhadra,Shubha,Balava,,,,11:40 PM,9:45 PM,3:18 PM,10:56 AM,Shukravara,,Padma-Govinda,,,6:35,,,
358,09-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Tritiya,Revati,Shukla,Taitila,,,,12:45 AM,11:24 PM,3:10 PM,12:14 PM,Shanivara,,Padma-Govinda,,,6:34,,,
359,10-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Chaturthi,Ashwini,Brahma,Vanija,,,,1:22 AM,12:37 AM,2:41 PM,1:05 PM,Ravivara,,Padma-Govinda,,,6:34,,,
360,11-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Panchami,Bharani,Indra,Bhava,,,,1:27 AM,1:19 AM,1:48 PM,1:25 PM,Somavara,,Padma-Govinda,,,6:34,,,
361,12-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Shashti,Krittika,Vaidhriti,Kaulava,,,,1:02 AM,1:32 AM,12:31 PM,1:15 PM,Mangalavara,,Padma-Govinda,,,6:34,,,
362,13-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Saptami,Rohini,Vishkambha,Gara,,,,12:07 AM,1:16 AM,10:51 AM,12:35 PM,Budhavara,,Padma-Govinda,,,6:33,,,
363,14-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Ashtami,Mrigashira,Priti,Bhadra,,,,10:48 PM,12:37 AM,8:50 AM,11:28 AM,Guruvara,,Padma-Govinda,,,6:33,,,
364,15-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Navami,Ardra,Soubhagya,Balava,,,,9:07 PM,11:36 PM,3:53 AM,9:59 AM,Shukravara,,Padma-Govinda,,,6:33,,,
365,16-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Dasami,Punarvasu,Shobhana,Taitila,,,,7:08 PM,10:18 PM,1:03 AM,8:09 AM,Shanivara,,Padma-Govinda,,,6:32,,,
366,17-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Ekadashi,Pushya,Atiganda,Bhadra,,,,4:57 PM,8:49 PM,10:04 PM,4:57 PM,Ravivara,,Padma-Govinda,,,6:32,,,
367,18-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Dwadashi,Ashlesha,Sukarma,Balava,,,,2:37 PM,7:11 PM,7:00 PM,2:37 PM,Somavara,,Padma-Govinda,,,6:32,,,
368,19-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Trayodashi,Makha,Dhriti,Taitila,,,,12:12 PM,5:30 PM,3:51 PM,12:12 PM,Mangalavara,,Padma-Govinda,,,6:31,,,
369,20-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Chaturdashi,Purvaphalguni,Sula,Vanija,,,,9:49 AM,3:53 PM,12:46 PM,9:49 AM,Budhavara,,Padma-Govinda,,,6:31,,,
370,21-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Shukla,Poornima,Uttaraphalguni,Ganda,Bhava,,,,7:33 AM,2:23 PM,9:47 AM,7:33 AM,Guruvara,,Padma-Govinda,,,6:31,,,
371,22-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Dvitya,Hasta,Vriddha,Taitila,,,,3:36 AM,1:04 PM,6:55 AM,4:32 PM,Shukravara,,Padmini-Vishnu,,,6:30,,,
372,23-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Tritiya,Chitta,Vyaghata,Vanija,,,,2:04 AM,12:03 PM,1:55 AM,2:50 PM,Shanivara,,Padmini-Vishnu,,,6:30,,,
373,24-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Chaturthi,Swati,Harshana,Bhava,,,,12:56 AM,11:22 AM,11:52 PM,1:31 PM,Ravivara,,Padmini-Vishnu,,,6:30,,,
374,25-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Panchami,Vishakha,Vajra,Kaulava,,,,12:15 AM,11:05 AM,10:09 PM,12:35 PM,Somavara,,Padmini-Vishnu,,,6:29,,,
375,26-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Shashti,Anuradha,Siddhi,Gara,,,,12:03 AM,11:16 AM,8:50 PM,12:09 PM,Mangalavara,,Padmini-Vishnu,,,6:29,,,
376,27-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Saptami,Jyeshta,Vyatipata,Bhadra,,,,12:23 AM,11:57 AM,7:55 PM,12:12 PM,Budhavara,,Padmini-Vishnu,,,6:29,,,
377,28-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Ashtami,Moola,Variyan,Balava,,,,1:12 AM,1:09 PM,7:24 PM,12:47 PM,Guruvara,,Padmini-Vishnu,,,6:29,,,
378,29-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Navami,Purvashadha,Parigha,Taitila,,,,2:29 AM,2:47 PM,7:14 PM,1:50 PM,Shukravara,,Padmini-Vishnu,,,6:28,,,
379,30-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Dasami,Uttarashadha,Shiva,Vanija,,,,4:11 AM,4:52 PM,7:25 PM,3:20 PM,Shanivara,,Padmini-Vishnu,,,6:28,,,
380,31-Mar-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Ekadashi,Sharavana,Siddha,Bhava,,,,6:09 AM,7:16 PM,7:50 PM,5:10 PM,Ravivara,,Padmini-Vishnu,,,6:28,,,
381,01-Apr-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Dwadashi,Dhanishta,Sadhya,Kaulava,,,,6:27 AM,9:50 PM,8:23 PM,7:11 PM,Somavara,,Padmini-Vishnu,,,6:27,,,
382,02-Apr-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Dwadashi,Shatabhisha,Shubha,Taitila,,,,8:14 AM,12:27 AM,9:00 PM,8:14 AM,Mangalavara,,Padmini-Vishnu,,,6:27,,,
383,03-Apr-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Trayodashi,Purvabhadra,Shukla,Vanija,,,,10:16 AM,2:54 AM,9:28 PM,10:16 AM,Budhavara,,Padmini-Vishnu,,,6:26,,,
384,04-Apr-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Chaturdashi,Uttarabhadra,Brahma,Shakuni,,,,12:06 PM,5:04 AM,9:46 PM,12:06 PM,Guruvara,,Padmini-Vishnu,,,6:26,,,
385,05-Apr-19,Vilambi,Uttarayana,Shishira,Phalguna,Krishna,Amavasya,Revati,Indra,Nagavan,,,,1:36 PM,6:26 AM,9:47 PM,1:36 PM,Shukravara,,Padmini-Vishnu,,,6:26,,,
386,06-Apr-19,Vikari,Uttarayana,Shishira,Chaitra,Shukla,Pratipad,Revati,Vaidhriti,Bhava,,,,2:39 PM,6:51 AM,9:25 PM,2:39 PM,Shanivara,,Padmini-Vishnu,,,6:25,,,
387,07-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Dvitya,Ashwini,Vishkambha,Kaulava,,,,3:12 PM,8:10 AM,8:41 PM,3:12 PM,Ravivara,,Padmini-Vishnu,,,6:25,,,
388,08-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Tritiya,Bharani,Priti,Gara,,,,3:15 PM,8:59 AM,7:33 PM,3:15 PM,Somavara,,Padmini-Vishnu,,,6:25,,,
389,09-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Chaturthi,Krittika,Ayushman,Bhadra,,,,2:46 PM,9:18 AM,6:00 PM,2:46 PM,Mangalavara,,Padmini-Vishnu,,,6:24,,,
390,10-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Panchami,Rohini,Soubhagya,Balava,,,,1:50 PM,9:10 AM,4:06 PM,1:50 PM,Budhavara,,Padmini-Vishnu,,,6:24,,,
391,11-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Shashti,Mrigashira,Shobhana,Taitila,,,,12:29 PM,8:35 AM,1:52 PM,12:29 PM,Guruvara,,Padmini-Vishnu,,,6:24,,,
392,12-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Saptami,Ardra,Atiganda,Vanija,,,,10:45 AM,7:38 AM,11:21 AM,10:45 AM,Shukravara,,Padmini-Vishnu,,,6:23,,,
393,13-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Ashtami,Punarvasu,Sukarma,Bhava,,,,8:45 AM,6:25 AM,8:37 AM,8:45 AM,Shanivara,,Padmini-Vishnu,,,6:23,,,
394,14-Apr-19,Vikari,Uttarayana,Vasanta,Chaitra,Shukla,Navami,Ashlesha,Sula,Kaulava,,,,6:32 AM,3:21 AM,2:39 AM,6:32 AM,Ravivara,,Padmini-Vishnu,,,6:23,,,
